num,approach,arousal,attention,certainty,commitment,control,dominance,effort,fairness,identity,obstruction,safety,upswing,valence
1680,6.6667,6.3333,6.4444,6.8889,5.3333,7.1111,3.7778,1.4444,6.7778,5.8889,2.7778,5.6667,6.2222,8.5556
1681,5.4444,4.7778,5.8889,4.3333,5.2222,6.3333,4.8889,3.1111,6.1111,4.3333,4.0,5.7778,6.6667,6.0
1682,4.7778,5.7778,6.4444,4.7778,4.5556,5.8889,4.4444,3.2222,5.0,4.3333,4.0,3.8889,6.7778,6.1111
1683,5.5556,4.4444,4.7778,5.0,5.8889,6.5556,4.7778,2.3333,5.5556,5.2222,1.8889,5.1111,5.3333,6.1111
1684,5.4444,5.7778,5.0,4.4444,5.0,7.2222,5.6667,3.0,5.1111,5.5556,3.6667,5.4444,5.5556,5.6667
1685,2.2222,5.4444,2.4444,2.1111,3.2222,3.2222,3.8889,7.5556,2.7778,3.0,4.6667,2.5556,1.3333,1.2222
1686,4.8889,6.2222,6.0,3.4444,4.1111,4.8889,5.0,4.6667,5.5556,4.1111,5.7778,5.7778,5.4444,5.3333
1687,5.5556,5.4444,5.5556,4.7778,4.5556,6.8889,5.4444,2.8889,5.4444,4.8889,3.7778,5.5556,5.8889,5.5556
1688,3.5556,7.3333,6.3333,3.5556,4.5556,3.0,3.8889,3.1111,4.4444,4.3333,5.4444,3.0,4.4444,5.2222
1689,4.8889,5.7778,5.8889,5.5556,5.0,6.1111,4.3333,3.8889,5.2222,4.4444,4.1111,4.6667,5.7778,6.4444
1690,3.1111,5.6667,6.5556,4.2222,4.8889,4.2222,3.5556,3.8889,5.2222,3.6667,5.0,3.4444,6.3333,3.5556
1691,2.1111,4.7778,4.3333,2.8889,3.8889,2.1111,2.7778,5.5556,1.6667,3.6667,4.3333,2.8889,1.8889,2.3333
1692,5.8889,4.6667,5.0,6.1111,5.8889,6.7778,4.4444,2.4444,5.3333,4.4444,1.8889,5.7778,5.0,6.2222
1693,6.4444,6.6667,7.1111,6.4444,7.4444,7.6667,6.3333,2.4444,7.2222,7.3333,2.7778,7.4444,7.3333,6.8889
1694,6.0,6.8889,5.6667,5.1111,5.6667,6.0,6.0,3.8889,5.4444,5.2222,5.2222,5.5556,6.4444,5.6667
1695,3.1111,5.5556,6.2222,3.8889,3.7778,3.0,3.8889,3.7778,4.4444,3.7778,4.5556,3.6667,3.4444,3.6667
1696,7.4444,6.3333,6.5556,6.0,6.8889,7.3333,5.2222,1.5556,5.2222,6.0,3.3333,6.1111,7.3333,6.5556
1697,6.3333,6.6667,6.5556,5.2222,6.3333,6.3333,5.2222,2.7778,5.5556,6.1111,4.0,5.5556,7.0,7.0
1698,4.6667,6.0,6.0,4.6667,5.0,5.4444,5.2222,3.1111,5.8889,5.1111,3.2222,5.5556,6.0,6.6667
1699,6.8889,6.1111,6.2222,5.5556,6.6667,5.3333,4.8889,3.1111,5.0,5.4444,3.1111,4.5556,6.0,7.2222
1700,4.4444,5.0,5.5556,4.4444,4.2222,6.7778,3.8889,2.4444,6.1111,4.6667,3.1111,6.0,6.5556,4.7778
1701,1.7778,5.8889,6.2222,3.2222,4.3333,2.4444,5.0,4.3333,3.8889,3.3333,4.7778,1.8889,4.0,2.2222
1702,4.7778,6.7778,6.6667,4.4444,4.7778,5.8889,4.7778,4.0,6.3333,5.0,4.4444,4.1111,7.3333,6.0
1703,4.0,5.7778,7.3333,4.3333,6.3333,1.5556,4.7778,5.4444,1.2222,2.0,4.8889,2.2222,1.5556,1.5556
1704,4.3333,4.0,4.0,4.4444,3.5556,5.4444,4.1111,3.7778,4.5556,4.6667,4.0,4.5556,4.7778,4.8889
1705,1.6667,5.1111,5.4444,4.2222,2.2222,2.3333,3.4444,5.7778,4.3333,2.5556,4.6667,2.7778,3.4444,1.8889
1706,1.0,5.4444,5.0,3.8889,3.0,2.5556,2.0,7.2222,3.3333,2.2222,4.7778,1.1111,1.4444,2.1111
1707,2.3333,8.1111,7.5556,5.5556,4.7778,6.2222,5.0,4.8889,5.6667,2.4444,3.6667,2.2222,7.8889,6.3333
1708,8.5556,5.8889,7.4444,6.5556,4.6667,8.3333,3.3333,1.3333,7.3333,3.5556,2.1111,8.0,7.6667,8.7778
1709,1.3333,5.6667,7.4444,4.5556,3.4444,1.7778,4.5556,1.4444,2.5556,2.6667,3.8889,3.1111,3.3333,5.4444
1710,6.0,6.8889,6.0,6.1111,4.7778,8.0,4.5556,1.5556,6.6667,5.1111,2.1111,6.4444,7.3333,6.4444
1711,8.4444,6.1111,7.2222,6.2222,4.5556,8.8889,4.5556,1.2222,6.3333,5.1111,1.6667,6.7778,7.5556,8.0
1712,6.8889,6.4444,6.7778,6.5556,6.3333,8.8889,3.6667,2.4444,7.6667,5.7778,1.4444,8.5556,8.5556,8.1111
1713,3.0,4.6667,5.6667,5.3333,3.0,5.8889,4.7778,4.2222,4.8889,2.8889,2.5556,5.3333,5.1111,4.6667
1714,4.1111,7.1111,6.5556,5.7778,3.2222,4.1111,4.2222,1.5556,5.7778,2.7778,2.7778,2.4444,6.0,7.1111
1715,9.0,6.1111,7.7778,6.7778,5.0,8.8889,3.4444,1.3333,7.6667,4.3333,1.1111,8.5556,8.2222,9.0
1716,8.6667,5.1111,6.1111,6.1111,6.2222,8.7778,3.2222,1.1111,7.7778,7.5556,2.2222,8.5556,7.2222,8.5556
1717,6.4444,7.5556,6.8889,5.3333,6.0,6.4444,5.3333,3.4444,7.1111,6.2222,3.1111,5.7778,7.6667,7.6667
1718,5.6667,7.6667,7.1111,5.4444,7.0,7.4444,5.4444,3.0,7.1111,6.8889,3.3333,6.1111,7.7778,7.0
1719,3.8889,4.0,4.8889,5.8889,5.5556,6.1111,4.5556,2.3333,5.4444,5.7778,3.2222,5.7778,5.0,4.7778
1720,2.3333,6.6667,7.2222,3.5556,6.5556,3.7778,5.3333,3.8889,5.2222,5.7778,4.7778,2.3333,7.4444,4.7778
1721,6.6667,6.6667,6.2222,5.5556,5.5556,6.0,5.1111,2.5556,7.5556,6.0,2.2222,7.1111,8.0,7.4444
1722,4.6667,5.3333,6.7778,5.3333,3.7778,7.0,4.3333,3.2222,5.4444,5.6667,3.4444,5.5556,6.5556,5.7778
1723,4.8889,6.1111,7.2222,5.3333,6.2222,7.3333,5.0,3.7778,5.8889,5.5556,5.0,5.7778,7.6667,7.3333
1724,3.7778,4.5556,4.4444,7.0,5.7778,6.3333,5.1111,2.4444,6.4444,5.0,2.6667,6.6667,4.6667,4.8889
1725,2.4444,5.7778,5.7778,4.3333,6.8889,4.4444,4.4444,4.5556,2.8889,4.3333,4.8889,3.4444,3.8889,3.5556
1726,1.8889,6.4444,4.8889,4.3333,5.5556,3.1111,3.4444,3.3333,4.0,5.2222,5.2222,1.6667,4.5556,2.3333
1727,4.6667,5.2222,5.5556,6.2222,7.0,3.5556,5.3333,2.3333,5.2222,5.8889,4.1111,5.1111,5.7778,6.5556
1728,5.7778,7.1111,5.8889,5.6667,6.2222,6.8889,5.3333,4.5556,6.2222,6.2222,5.3333,5.6667,6.0,5.4444
1729,4.3333,3.7778,5.4444,5.6667,4.0,6.8889,5.5556,3.1111,5.4444,3.5556,3.5556,6.1111,5.1111,5.3333
1730,4.7778,5.3333,5.0,4.1111,5.7778,5.5556,4.2222,4.4444,3.6667,3.8889,3.3333,5.5556,5.4444,5.3333
1731,3.8889,4.8889,4.7778,4.5556,3.3333,6.0,4.8889,2.4444,5.0,3.4444,3.5556,5.0,5.4444,4.2222
1732,1.8889,6.6667,6.5556,3.6667,4.2222,3.2222,2.8889,4.8889,3.0,3.7778,3.4444,2.8889,3.5556,3.4444
1733,5.7778,5.2222,5.2222,4.7778,4.2222,6.2222,4.8889,2.3333,4.7778,4.3333,3.7778,6.7778,6.2222,6.6667
1734,3.4444,6.7778,5.5556,3.2222,3.8889,5.2222,4.1111,2.6667,5.0,3.2222,4.1111,4.1111,5.0,4.2222
1735,6.5556,6.1111,5.7778,5.4444,4.6667,7.3333,4.4444,3.8889,4.6667,4.7778,3.2222,4.8889,6.7778,7.0
1736,4.4444,5.7778,6.2222,3.6667,5.8889,4.8889,5.1111,4.4444,5.5556,4.2222,4.6667,4.0,6.4444,5.2222
1737,4.8889,6.7778,6.0,3.8889,2.8889,5.6667,3.5556,4.6667,4.5556,3.3333,5.0,2.5556,6.2222,4.8889
1738,6.1111,5.7778,6.6667,4.6667,5.7778,7.7778,3.8889,4.3333,5.7778,3.3333,3.1111,4.1111,7.4444,5.3333
1739,2.0,5.8889,5.4444,3.7778,5.8889,2.2222,4.4444,5.6667,4.1111,3.6667,3.4444,3.0,6.7778,2.7778
1740,7.5556,6.0,6.3333,6.4444,4.2222,7.2222,5.1111,2.3333,5.8889,4.5556,4.4444,6.0,6.2222,7.3333
1741,4.5556,5.6667,6.1111,4.6667,4.4444,5.2222,4.5556,2.5556,5.6667,4.3333,3.5556,3.1111,7.1111,5.6667
1742,2.3333,6.8889,6.7778,5.2222,4.2222,3.4444,3.5556,3.0,4.0,3.2222,4.8889,2.0,6.2222,4.0
1743,7.6667,6.4444,6.6667,4.1111,5.5556,7.3333,4.6667,3.4444,6.5556,5.4444,4.6667,5.8889,6.6667,6.2222
1744,1.6667,6.1111,6.3333,4.3333,4.3333,2.2222,4.5556,4.3333,5.7778,3.5556,4.3333,3.2222,2.6667,3.2222
1745,7.7778,6.3333,6.7778,6.4444,7.0,8.1111,4.8889,1.4444,7.6667,6.4444,3.3333,7.1111,7.7778,8.3333
1746,7.7778,6.0,6.8889,5.2222,7.0,7.3333,4.4444,1.5556,6.6667,4.5556,3.2222,5.8889,8.0,7.5556
1747,7.0,5.2222,6.3333,5.1111,6.5556,6.8889,4.1111,2.4444,6.3333,4.1111,3.3333,6.6667,6.7778,6.5556
1748,6.1111,4.4444,5.3333,6.1111,6.5556,8.5556,4.2222,1.7778,7.4444,6.1111,3.2222,7.4444,6.3333,6.5556
1749,8.8889,5.6667,6.6667,6.6667,7.5556,8.6667,4.7778,1.1111,6.8889,5.4444,3.0,6.4444,7.5556,8.6667
1750,5.0,5.4444,5.7778,4.7778,5.2222,6.8889,4.5556,1.8889,6.5556,6.1111,3.7778,6.8889,5.3333,6.1111
1751,5.1111,5.6667,6.4444,6.0,5.8889,8.4444,3.8889,1.8889,6.3333,4.1111,3.1111,5.7778,6.3333,6.0
1752,2.1111,5.8889,6.4444,5.0,5.5556,4.3333,4.6667,4.0,3.7778,4.1111,4.5556,3.8889,3.3333,3.5556
1753,6.5556,7.3333,7.1111,4.7778,5.5556,5.1111,6.0,3.8889,5.8889,5.3333,2.8889,5.6667,6.8889,6.8889
1754,7.7778,7.3333,7.0,7.0,6.0,8.1111,6.6667,3.3333,7.2222,6.4444,3.2222,6.3333,6.8889,7.7778
1755,3.0,5.8889,5.7778,2.8889,3.8889,2.6667,4.2222,5.8889,3.1111,3.5556,4.8889,2.7778,3.0,2.3333
1756,6.2222,6.4444,6.6667,6.4444,5.5556,7.3333,5.2222,3.7778,7.1111,5.3333,2.6667,6.8889,5.6667,7.6667
1757,2.1111,6.4444,5.7778,4.5556,3.4444,4.8889,4.8889,5.5556,4.0,2.6667,6.0,3.4444,4.0,3.7778
1758,6.4444,7.1111,7.8889,4.8889,5.7778,7.3333,5.3333,3.7778,6.5556,5.6667,3.2222,6.7778,6.5556,7.1111
1759,3.8889,6.4444,7.3333,4.6667,5.2222,5.2222,4.4444,5.3333,3.8889,4.1111,3.7778,2.8889,3.7778,3.7778
1760,5.1111,4.1111,4.6667,4.4444,5.2222,6.2222,3.8889,4.1111,5.8889,4.7778,2.6667,5.3333,5.2222,5.8889
1761,7.1111,6.3333,7.2222,5.5556,6.1111,8.2222,5.7778,3.3333,7.5556,5.2222,3.7778,7.5556,7.5556,7.5556
1762,4.0,6.5556,6.5556,6.3333,4.7778,5.2222,5.5556,3.5556,5.7778,4.4444,4.2222,4.0,4.2222,5.7778
1763,5.5556,7.0,7.0,6.4444,5.7778,6.3333,6.8889,3.8889,6.1111,6.3333,3.4444,6.6667,5.0,6.5556
1764,4.5556,7.0,7.6667,3.6667,5.0,5.6667,5.4444,4.4444,6.0,4.5556,4.3333,3.3333,6.4444,6.0
1765,3.1111,5.2222,4.7778,4.3333,3.8889,5.4444,4.3333,4.4444,4.0,3.6667,3.6667,4.3333,3.8889,2.7778
1766,4.3333,4.1111,5.8889,4.5556,5.0,5.4444,5.3333,3.2222,4.8889,5.0,3.7778,5.8889,5.2222,3.8889
1767,2.8889,5.5556,5.3333,4.1111,3.5556,3.4444,4.2222,4.5556,4.5556,4.4444,3.2222,2.7778,6.2222,3.7778
1768,3.8889,5.0,5.6667,5.4444,4.6667,3.1111,4.6667,3.4444,4.3333,5.2222,3.4444,4.2222,4.3333,3.2222
1769,6.7778,6.7778,6.3333,6.3333,5.7778,6.4444,5.1111,3.2222,5.4444,6.1111,3.1111,6.2222,5.8889,6.7778
1770,3.4444,4.6667,5.5556,4.8889,5.4444,3.0,5.4444,2.7778,5.1111,5.5556,4.0,4.2222,4.7778,4.6667
1771,3.4444,4.6667,4.6667,3.7778,3.7778,5.5556,4.6667,5.0,4.5556,5.1111,3.6667,4.4444,4.6667,3.1111
1772,5.8889,6.0,6.3333,6.2222,5.5556,6.4444,5.6667,2.6667,5.6667,6.2222,4.3333,5.8889,6.0,6.3333
1773,6.4444,5.1111,6.0,5.6667,5.7778,6.6667,5.0,2.7778,6.2222,6.0,3.2222,6.5556,6.6667,7.2222
1774,3.7778,5.2222,6.0,4.2222,5.6667,4.4444,4.8889,4.3333,3.1111,4.7778,3.7778,3.1111,5.5556,3.7778
1775,5.6667,5.8889,6.7778,5.3333,4.8889,7.0,5.2222,2.8889,5.1111,5.5556,3.6667,5.7778,6.3333,6.4444
1776,4.7778,5.3333,5.4444,4.3333,5.6667,4.8889,4.5556,4.8889,3.3333,5.0,4.4444,4.2222,5.0,3.6667
1777,5.6667,7.1111,7.3333,4.3333,7.0,6.2222,5.5556,3.2222,6.0,5.3333,3.0,4.0,6.5556,6.8889
1778,7.1111,6.5556,7.2222,5.3333,4.6667,7.6667,4.5556,2.7778,6.8889,5.0,2.3333,6.1111,7.2222,7.3333
1779,4.5556,6.2222,6.5556,4.0,5.3333,6.1111,5.4444,3.5556,5.0,5.2222,4.2222,3.3333,4.8889,5.0
1780,2.2222,6.8889,7.3333,3.0,4.6667,2.5556,3.4444,4.2222,4.2222,4.8889,4.3333,2.0,2.8889,3.8889
1781,7.0,6.2222,6.8889,6.0,6.6667,6.6667,4.4444,2.3333,6.5556,6.6667,2.2222,6.5556,6.3333,7.0
1782,5.6667,6.1111,5.6667,6.1111,5.4444,6.1111,4.2222,2.7778,5.6667,5.3333,3.8889,4.8889,5.3333,6.2222
1783,7.1111,6.7778,7.1111,7.0,6.3333,7.4444,4.7778,3.8889,6.0,6.6667,4.3333,6.4444,7.5556,7.3333
1784,4.1111,3.7778,4.3333,4.6667,3.4444,6.3333,4.4444,3.6667,5.0,4.0,3.5556,6.0,4.6667,4.6667
1785,4.7778,5.7778,5.4444,4.0,5.6667,5.2222,5.0,3.7778,4.4444,4.6667,4.7778,4.5556,4.4444,4.6667
1786,2.5556,5.3333,5.6667,3.3333,5.8889,2.7778,2.3333,6.5556,1.4444,5.6667,6.0,1.3333,1.3333,2.1111
1787,5.8889,6.2222,6.8889,4.1111,5.2222,6.2222,5.3333,3.4444,5.5556,5.3333,3.5556,4.5556,6.6667,6.0
1788,3.8889,6.1111,5.6667,3.5556,4.4444,3.5556,4.5556,3.8889,4.7778,4.0,3.6667,3.7778,3.8889,4.2222
1789,6.8889,6.4444,7.1111,6.8889,7.0,7.3333,4.8889,2.5556,6.7778,4.8889,3.2222,6.6667,6.6667,7.5556
1790,2.0,3.4444,4.3333,3.4444,2.3333,2.6667,3.5556,5.6667,4.0,2.5556,3.3333,3.8889,2.1111,2.5556
1791,6.0,5.4444,6.0,5.4444,4.4444,6.3333,5.0,2.5556,4.8889,3.6667,3.2222,5.3333,5.2222,5.5556
1792,1.6667,4.5556,5.2222,3.6667,2.1111,3.3333,2.7778,6.2222,3.5556,2.4444,3.8889,2.2222,3.8889,2.0
1793,3.1111,4.6667,6.0,3.1111,4.2222,4.3333,4.0,5.3333,3.4444,3.3333,3.0,4.0,5.8889,3.0
1794,4.6667,5.2222,5.3333,5.0,4.1111,4.7778,5.0,3.8889,5.3333,3.8889,3.7778,5.2222,4.8889,4.5556
1795,1.5556,6.5556,6.6667,3.7778,5.2222,2.5556,2.8889,5.4444,4.5556,4.5556,4.3333,1.8889,5.4444,2.8889
1796,4.8889,6.7778,6.4444,4.6667,3.4444,5.3333,3.8889,3.3333,5.1111,4.0,3.3333,4.8889,5.8889,5.5556
1797,6.1111,5.7778,5.6667,6.4444,5.0,6.5556,4.8889,2.2222,4.5556,3.8889,2.7778,5.3333,5.6667,6.1111
1798,5.4444,6.1111,7.2222,4.4444,4.4444,7.0,4.7778,2.2222,5.8889,4.2222,3.1111,5.6667,6.7778,6.4444
1799,5.5556,7.0,5.4444,4.5556,4.2222,4.0,4.2222,2.3333,4.7778,5.1111,2.3333,3.8889,5.4444,5.2222
1800,5.3333,6.6667,6.8889,4.7778,3.4444,4.3333,4.6667,2.8889,4.6667,4.3333,2.5556,3.6667,6.5556,6.6667
1801,4.4444,6.3333,6.7778,5.4444,6.3333,4.4444,5.4444,1.7778,6.3333,5.4444,1.6667,4.2222,6.0,6.0
1802,5.6667,5.6667,6.8889,4.6667,6.0,4.1111,4.3333,2.2222,4.7778,4.2222,3.5556,5.6667,5.4444,6.1111
1803,6.8889,6.0,6.6667,6.8889,7.0,7.1111,4.2222,2.1111,7.1111,6.6667,2.0,8.0,6.8889,7.8889
1804,6.6667,5.1111,6.5556,6.8889,6.3333,6.8889,5.2222,2.1111,7.6667,6.4444,3.2222,7.2222,7.3333,7.4444
1805,6.3333,6.4444,6.2222,6.3333,6.4444,5.8889,5.6667,2.3333,6.7778,4.8889,3.1111,5.6667,6.6667,6.8889
1806,7.5556,5.1111,6.5556,6.8889,6.1111,7.4444,5.0,2.2222,7.1111,5.5556,1.6667,6.8889,7.3333,7.5556
1807,8.1111,7.3333,7.6667,7.3333,7.3333,7.4444,6.1111,2.0,6.8889,7.0,1.7778,6.2222,7.1111,7.5556
1808,6.7778,4.8889,6.0,6.3333,6.6667,7.4444,5.3333,2.2222,7.5556,6.5556,2.6667,7.3333,7.6667,7.1111
1809,3.6667,7.0,6.7778,5.2222,6.0,3.8889,5.1111,3.3333,7.1111,5.6667,2.0,3.5556,6.0,5.0
1810,7.4444,5.1111,6.1111,7.3333,7.4444,6.2222,4.4444,2.0,7.3333,7.1111,1.8889,7.2222,7.1111,7.8889
1811,3.3333,5.8889,6.1111,5.6667,5.6667,4.5556,5.5556,2.1111,5.4444,5.1111,2.4444,5.1111,6.2222,5.2222
1812,5.5556,6.0,6.7778,6.1111,6.3333,7.4444,5.5556,2.1111,6.2222,7.1111,1.8889,6.7778,6.4444,6.3333
1813,1.3333,5.4444,4.2222,2.7778,2.1111,1.4444,3.1111,7.0,3.3333,2.5556,5.2222,2.3333,1.1111,1.2222
1814,8.0,5.3333,6.1111,6.2222,4.5556,7.3333,5.3333,1.8889,6.1111,4.4444,3.8889,6.7778,5.5556,7.6667
1815,5.7778,4.7778,5.0,6.0,6.0,7.7778,4.3333,2.1111,6.5556,5.3333,2.6667,7.2222,4.8889,6.8889
1816,3.0,5.6667,6.2222,4.3333,6.1111,2.2222,4.1111,3.6667,3.0,5.2222,4.6667,2.4444,2.6667,3.4444
1817,6.5556,4.8889,5.2222,6.2222,6.1111,7.5556,5.4444,2.1111,6.7778,6.3333,2.6667,6.4444,5.8889,6.2222
1818,5.2222,5.7778,6.3333,5.6667,5.3333,5.2222,4.2222,1.8889,4.8889,4.4444,4.7778,5.6667,6.3333,6.2222
1819,1.5556,6.5556,5.7778,4.0,5.4444,1.3333,3.3333,3.7778,3.1111,4.2222,4.1111,2.2222,2.0,1.8889
1820,4.7778,4.8889,6.4444,5.8889,5.5556,7.3333,4.4444,1.8889,6.1111,3.8889,4.1111,6.8889,6.5556,7.4444
1821,2.3333,6.0,5.4444,4.1111,4.4444,3.0,3.7778,2.3333,4.0,4.0,3.3333,3.5556,5.2222,5.0
1822,2.4444,4.2222,4.5556,3.1111,4.6667,3.4444,3.1111,3.5556,3.1111,3.5556,4.7778,3.2222,3.8889,2.7778
1823,4.1111,5.2222,4.6667,4.1111,4.8889,5.0,3.6667,3.3333,5.0,4.0,5.0,5.1111,6.2222,4.5556
1824,5.5556,5.5556,4.4444,4.5556,4.6667,4.7778,4.8889,3.2222,5.3333,5.7778,3.5556,6.3333,5.4444,6.6667
1825,7.0,3.6667,6.2222,6.6667,6.6667,7.1111,4.4444,2.3333,6.7778,5.4444,2.6667,7.4444,6.5556,7.6667
1826,8.0,7.6667,6.5556,7.2222,4.7778,7.1111,6.1111,2.8889,6.3333,5.2222,2.4444,6.8889,7.1111,7.8889
1827,3.4444,7.0,7.0,4.5556,4.5556,4.5556,5.0,3.0,5.3333,3.2222,4.2222,4.1111,5.3333,5.2222
1828,2.1111,5.5556,6.2222,4.6667,3.0,2.6667,4.1111,3.7778,3.0,4.0,5.0,3.0,2.7778,2.0
1829,5.3333,5.8889,6.0,6.2222,5.0,5.8889,4.8889,2.5556,6.0,4.8889,3.3333,6.0,5.3333,6.0
1830,1.5556,6.4444,6.5556,4.8889,5.1111,1.5556,4.4444,6.2222,1.4444,4.7778,4.8889,1.8889,1.8889,2.0
1831,3.4444,5.1111,5.6667,4.2222,4.3333,4.8889,4.8889,3.4444,3.6667,3.1111,3.8889,5.1111,5.1111,4.0
1832,1.7778,6.5556,7.0,4.7778,4.1111,2.4444,4.5556,4.3333,1.4444,3.0,4.0,2.5556,4.0,2.6667
1833,6.3333,7.3333,6.4444,5.8889,4.5556,5.8889,5.5556,4.2222,6.1111,4.6667,3.3333,6.3333,5.8889,7.1111
1834,6.2222,6.7778,6.7778,5.4444,5.1111,6.4444,5.4444,3.3333,7.0,4.7778,3.8889,5.6667,6.3333,7.1111
1835,4.6667,5.0,5.6667,5.6667,4.4444,6.4444,5.1111,2.4444,5.5556,4.6667,2.8889,5.7778,5.6667,6.2222
1836,7.0,6.6667,7.5556,7.2222,6.2222,7.3333,4.4444,3.0,7.1111,5.0,3.2222,6.4444,6.2222,7.7778
1837,3.2222,6.2222,7.4444,4.3333,4.6667,3.5556,5.4444,4.1111,3.1111,5.0,5.2222,3.2222,3.1111,3.3333
1838,3.7778,6.4444,5.4444,4.5556,3.8889,4.2222,5.4444,3.7778,5.8889,4.1111,3.3333,2.0,6.6667,4.8889
1839,7.2222,7.2222,5.5556,5.3333,6.3333,6.6667,5.1111,2.7778,6.4444,6.0,4.0,7.0,7.2222,7.3333
1840,6.2222,5.4444,4.2222,4.3333,4.4444,6.2222,4.2222,3.1111,4.7778,4.7778,4.2222,5.7778,6.0,6.4444
1841,6.3333,4.6667,5.2222,6.2222,5.0,5.7778,4.6667,2.1111,5.8889,5.4444,4.7778,6.2222,5.8889,6.6667
1842,6.2222,6.2222,5.6667,5.4444,5.5556,6.0,5.3333,2.4444,6.1111,5.7778,5.1111,5.7778,7.0,6.7778
1843,3.0,6.2222,5.7778,3.2222,5.2222,3.2222,5.0,4.5556,3.3333,5.3333,5.8889,2.2222,2.6667,2.5556
1844,4.2222,5.2222,5.0,4.7778,5.8889,3.5556,5.8889,5.0,4.2222,3.7778,4.8889,4.2222,5.0,2.6667
1845,4.5556,5.4444,5.4444,5.0,5.8889,4.4444,4.4444,4.3333,5.2222,4.1111,4.3333,2.2222,5.5556,3.5556
1846,5.8889,5.0,5.4444,4.4444,5.0,6.3333,4.5556,4.2222,6.2222,5.1111,4.7778,5.6667,6.4444,6.0
1847,2.8889,5.6667,5.3333,3.5556,3.8889,3.2222,4.4444,4.5556,4.6667,2.8889,3.7778,1.8889,6.1111,4.4444
1848,6.7778,5.1111,5.2222,5.5556,4.5556,6.3333,4.4444,3.3333,6.0,5.2222,4.5556,6.2222,6.5556,6.6667
1849,5.6667,6.6667,5.6667,5.6667,4.7778,6.7778,6.2222,4.0,5.1111,5.0,3.5556,5.4444,5.8889,5.8889
1850,6.8889,4.3333,5.8889,5.3333,6.4444,7.1111,5.0,2.6667,7.1111,6.6667,2.8889,6.8889,6.1111,7.0
1851,4.1111,5.3333,5.7778,5.1111,6.6667,5.3333,4.4444,2.8889,5.1111,4.3333,3.1111,4.8889,6.1111,7.3333
1852,8.2222,6.5556,5.8889,6.5556,5.3333,8.3333,5.6667,1.8889,6.0,6.0,1.7778,6.8889,6.5556,8.3333
1853,2.3333,5.3333,4.1111,3.0,2.8889,5.0,4.2222,6.3333,5.4444,3.8889,5.4444,3.8889,3.2222,2.8889
1854,7.7778,5.6667,6.5556,6.2222,4.6667,8.1111,5.7778,2.1111,7.0,5.7778,1.5556,7.6667,6.5556,7.4444
1855,8.2222,5.5556,6.5556,7.6667,8.2222,8.8889,4.7778,1.5556,7.6667,7.8889,1.0,8.3333,7.3333,8.6667
1856,5.0,5.2222,6.2222,4.8889,6.3333,3.8889,5.5556,4.8889,3.6667,4.6667,3.2222,5.4444,3.2222,5.6667
1857,4.8889,6.7778,6.2222,4.1111,4.0,4.5556,5.2222,3.1111,5.5556,4.3333,4.5556,5.1111,5.7778,5.4444
1858,3.7778,7.0,7.3333,4.5556,7.2222,4.2222,4.7778,4.8889,4.5556,6.5556,4.3333,3.2222,7.2222,3.4444
1859,5.4444,5.2222,5.6667,5.5556,5.2222,5.8889,5.3333,3.2222,5.8889,6.3333,3.3333,6.7778,4.6667,6.6667
1860,6.7778,5.6667,5.6667,5.4444,5.6667,6.8889,4.7778,2.6667,5.8889,4.0,4.4444,6.4444,6.3333,6.4444
1861,6.6667,5.5556,5.1111,6.1111,7.1111,6.6667,4.6667,2.2222,4.7778,4.4444,3.5556,5.0,6.2222,6.3333
1862,5.0,5.2222,4.7778,4.6667,5.8889,5.5556,4.7778,2.5556,5.2222,4.6667,4.0,5.7778,5.4444,5.2222
1863,5.4444,6.7778,5.7778,5.2222,6.8889,6.6667,5.6667,3.1111,5.5556,4.0,3.7778,5.4444,6.5556,5.5556
1864,4.5556,5.3333,5.6667,6.0,5.0,6.0,4.5556,3.3333,4.2222,4.6667,3.3333,6.1111,6.4444,4.3333
1865,3.6667,6.6667,5.6667,4.6667,5.1111,4.7778,4.6667,3.1111,5.1111,4.1111,3.5556,4.1111,6.3333,5.0
1866,2.7778,5.6667,5.3333,3.1111,4.7778,4.1111,4.2222,5.6667,4.7778,3.8889,4.1111,2.8889,6.5556,2.6667
1867,5.3333,5.6667,6.1111,5.1111,3.0,7.1111,4.4444,2.7778,6.0,3.2222,2.7778,6.1111,4.6667,5.4444
1868,1.4444,6.4444,4.8889,3.8889,4.3333,2.0,4.6667,5.1111,2.2222,3.2222,5.4444,1.7778,2.3333,1.5556
1869,6.7778,6.0,6.5556,5.6667,7.6667,6.6667,4.7778,3.0,6.7778,4.1111,3.6667,6.5556,7.1111,6.7778
1870,3.4444,6.7778,6.5556,4.0,6.0,2.0,4.0,5.5556,2.2222,5.1111,5.8889,1.8889,3.5556,1.7778
1871,2.4444,5.3333,5.7778,3.5556,3.7778,4.3333,4.4444,3.3333,4.4444,3.0,3.6667,4.6667,3.3333,3.0
1872,5.6667,7.0,6.7778,4.7778,6.1111,6.1111,4.5556,3.4444,5.4444,5.7778,2.4444,3.8889,7.0,5.7778
1873,2.8889,5.5556,6.2222,4.6667,5.7778,2.8889,5.4444,4.4444,5.4444,5.1111,4.2222,3.2222,6.2222,3.8889
1874,5.1111,4.6667,5.5556,4.6667,5.4444,4.7778,5.1111,4.0,5.6667,5.2222,3.1111,5.0,5.0,5.2222
